#Axion frequency	#gann(GeV^-1)
0.0249990713133296	1.30443884523517e-09
0.0252492879366568	1.25195319334308e-09
0.0255020089873608	1.07566256307718e-09
0.0257572595323471	1.07390429776199e-09
0.0260150648894169	1.12140053958141e-09
0.0262754506297783	1.08185293518448e-09
0.0265384425805825	1.07459284346226e-09
0.0268040668274855	1.02318009676322e-09
0.0270723497172357	9.40817755858179e-10
0.027343317860287	9.44919813863865e-10
0.0276169981334385	9.57420345665396e-10
0.0278934176824999	9.71376791530954e-10
0.0281726039249844	9.9843849515459e-10
0.0284545845528282	9.60555402468297e-10
0.0287393875351371	8.91499633712042e-10
0.0290270411209606	8.66001550754877e-10
0.0293175738420939	8.45533533878879e-10
0.0296110145159082	7.92997080763812e-10
0.0299073922482088	8.01539230774808e-10
0.0302067364361219	8.30681979954624e-10
0.0305090767710107	8.1281493801264e-10
0.0308144432414205	7.70770262320288e-10
0.0311228661360529	7.64616612784982e-10
0.0314343760467701	7.8524047668702e-10
0.0317490038716297	7.28648185022893e-10
0.0320667808179487	7.01821899524152e-10
0.0323877384053998	6.99163319904152e-10
0.0327119084691367	6.74233681081425e-10
0.0330393231629526	6.78798614174726e-10
0.0333700149624693	6.96291175540523e-10
0.0337040166683582	7.3163269296747e-10
0.0340413614095936	7.13132836256575e-10
0.0343820826467393	6.88947744608138e-10
0.0347262141752669	6.65363296453201e-10
0.0350737901289081	6.19868011443236e-10
0.0354248449830404	6.23912963579304e-10
0.0357794135581066	6.17692970622137e-10
0.0361375310230688	5.72757434461826e-10
0.0364992328988963	5.36812074816995e-10
0.0368645550620891	5.60406532618429e-10
0.0372335337482365	5.71619371937111e-10
0.0376062055556111	5.49506696240333e-10
0.0379826074487989	5.64510631191315e-10
0.038362776762366	5.56633290833794e-10
0.0387467512045613	5.12547684474977e-10
0.0391345688610571	4.92192749343512e-10
0.0395262681987265	4.83081116056661e-10
0.039921888069459	4.94684266101617e-10
0.0403214677140141	4.97624381934268e-10
0.0407250467659135	4.95565432152671e-10
0.0411326652553723	4.68640455935967e-10
0.0415443636132694	4.46191441727386e-10
0.0419601826751578	4.32482549039868e-10
0.0423801636853154	4.37563440756999e-10
0.0428043483008351	4.62039353975786e-10
0.0432327785957576	4.52672917702535e-10
0.043665497065244	4.24286813433053e-10
0.0441025466297911	4.27330443265902e-10
0.0445439706394883	4.45800605230152e-10
0.0449898128783181	4.20766511921498e-10
0.0454401175684982	4.08909744657872e-10
0.045894929374868	4.13874635601273e-10
0.0463542934093191	3.95274826501273e-10
0.0468182552352696	3.8087839969826e-10
0.0472868608721837	3.85610211333605e-10
0.0477601568001358	3.91218446374445e-10
0.0482381899644213	3.7935041610106e-10
0.0487210077802127	3.74175397799408e-10
0.0492086581372628	3.73023654605366e-10
0.0497011894046545	3.72364124955596e-10
0.0501986504355989	3.75933621915097e-10
0.0507010905722804	3.58131199789228e-10
0.0512085596507514	3.68558226123835e-10
0.0517211080058749	3.82700111234151e-10
0.0522387864763177	3.65755346378132e-10
0.0527616464095924	3.43405881851016e-10
0.0532897396671509	3.41415227469762e-10
0.0538231186295283	3.4986382332061e-10
0.0543618362015384	3.23972889091694e-10
0.054905945817521	3.21846569121381e-10
0.0554555014466424	3.4896698420195e-10
0.0560105575982483	3.52828876010432e-10
0.0565711693272704	3.39013676447433e-10
0.0571373922396869	3.32758151739511e-10
0.0577092824980389	3.29226379104538e-10
0.0582868968269999	3.17220973076802e-10
0.0588702925190031	3.12715813132315e-10
0.0594595274399234	3.00704076758641e-10
0.0600546600348178	3.19275986387208e-10
0.0606557493337217	3.24860800911151e-10
0.0612628549575044	3.16059281136683e-10
0.0618760371237827	3.20295048929982e-10
0.0624953566528938	3.20396784221978e-10
0.0631208749739276	3.37578878342239e-10
0.0637526541308204	3.23828291186132e-10
0.0643907567885082	3.0909259480911e-10
0.065035246239143	3.14845239875059e-10
0.0656861864083699	3.08484108685878e-10
0.0663436418616684	2.98274303724384e-10
0.0670076778107561	3.09371074435199e-10
0.0676783601200572	3.16644648352178e-10
0.0683557553132353	2.9692272033441e-10
0.0690399305797918	2.9117661663274e-10
0.0697309537817302	2.88899490601482e-10
0.0704288934602874	3.01943743752449e-10
0.0711338188427319	3.06192214904914e-10
0.0718457998492308	2.91825022944996e-10
0.0725649070997843	2.86591377263613e-10
0.0732912119212311	2.9316030258353e-10
0.0740247863543227	3.12941613152169e-10
0.0747657031608691	3.1117529779648e-10
0.0755140358309562	3.00291198614884e-10
0.0762698585902344	3.14083379161239e-10
0.0770332464072818	3.09744690193648e-10
0.0778042750010396	2.92864403198527e-10
0.0785830208483225	2.88946375730619e-10
0.0793695611914047	2.79363953699618e-10
0.080163974045681	2.84718516123752e-10
0.0809663382074052	2.9026846164833e-10
0.0817767332615057	2.85786201768194e-10
0.0825952395894795	2.84303363771671e-10
0.0834219383773646	2.79653922633401e-10
0.0842569116237935	2.81153852971077e-10
0.0851002421481257	2.83481818523366e-10
0.0859520135986628	2.8405383439966e-10
0.0868123104609454	2.77825063252588e-10
0.0876812180661328	2.7052057669074e-10
0.0885588225994672	2.87520762672165e-10
0.0894452111088219	2.96293858010433e-10
0.0903404715133358	2.87488343040458e-10
0.0912446926121333	2.83172188004751e-10
0.092157964093133	2.79018301760802e-10
0.0930803765419427	2.77145059525448e-10
0.0940120214508452	2.83517290397878e-10
0.0949529912278728	2.90459070585013e-10
0.0959033792059731	2.86257407473601e-10
0.0968632796522667	2.77885857712809e-10
0.0978327877773973	2.82284912752376e-10
0.0988119997449755	2.87055449751995e-10
0.0998010126811167	2.82781956332416e-10
0.100799924684076	2.75092368859708e-10
0.101808834833975	2.70726976687066e-10
0.102827843202637	2.78669468495462e-10
0.103857050863502	2.83468087438866e-10
0.104896559901661	2.86324460507526e-10
0.105946473423978	2.94093785455641e-10
0.107006895569317	2.93879812744487e-10
0.108077931518873	2.77307148217186e-10
0.109159687506602	2.72739967154078e-10
0.110252270829759	2.82645116711323e-10
0.111355789859543	2.77476125789569e-10
0.112470354051843	2.78132584461791e-10
0.113596073958097	2.7708169359994e-10
0.114733061236255	2.70915217876924e-10
0.115881428661857	2.70074242217301e-10
0.117041290139217	2.67708583788126e-10
0.118212760712721	2.75205187521229e-10
0.11939595657824	2.74691457268291e-10
0.120590995094651	2.70259291111621e-10
0.121797994795482	2.67550302457419e-10
0.123017075400669	2.62165987872598e-10
0.124248357828426	2.72092883298231e-10
0.125491964207244	2.75081771471415e-10
0.126748017888002	2.73045189728582e-10
0.128016643456203	2.6620654118588e-10
0.129297966744329	2.62899209109926e-10
0.130592114844326	2.72194412681835e-10
0.131899216120208	2.72128454796098e-10
0.133219400220787	2.70483663111748e-10
0.134552798092538	2.71963401333264e-10
0.13589954199258	2.75639382290386e-10
0.137259765501802	2.70955580235876e-10
0.138633603538107	2.70354360756787e-10
0.140021192369796	2.71489972644345e-10
0.141422669629087	2.64505009392085e-10
0.142838174325762	2.66768808469211e-10
0.144267846860956	2.69262494414586e-10
0.145711829041085	2.73598549617091e-10
0.147170264091913	2.72012491240809e-10
0.148643296672752	2.65883546644387e-10
0.150131072890817	2.71412964493555e-10
0.151633740315715	2.73162663491686e-10
0.153151447994082	2.58683446258705e-10
0.154684346464367	2.52016984449214e-10
0.156232587771766	2.61457186595292e-10
0.157796325483298	2.74998040952416e-10
0.159375714703041	2.77016394583248e-10
0.160970912087518	2.69783995124772e-10
0.162582075861228	2.67370396554349e-10
0.16420936583235	2.63584087865902e-10
0.165852943408584	2.69288708465055e-10
0.16751297161317	2.69387504684636e-10
0.169189615101051	2.64707810460875e-10
0.170883040175208	2.71904277653986e-10
0.172593414803154	2.68666030444486e-10
0.174320908633596	2.55790417415116e-10
0.176065693013262	2.64070485200262e-10
0.177827941003892	2.77414386771586e-10
0.179607827399412	2.74887969140035e-10
0.181405528743264	2.70657846469486e-10
0.183221223345921	2.70207096731881e-10
0.18505509130257	2.70475107574089e-10
0.18690731451098	2.65636019337702e-10
0.18877807668954	2.67539411377564e-10
0.190667563395483	2.73845956063445e-10
0.192575962043293	2.77546325952289e-10
0.194503461923289	2.79458375626378e-10
0.196450254220408	2.81424224773707e-10
0.19841653203316	2.84230745743502e-10
0.200402490392788	2.79003648975828e-10
0.202408326282608	2.76520743033038e-10
0.204434238657551	2.72596148350127e-10
0.206480428463894	2.70368602402306e-10
0.208547098659192	2.76890741501802e-10
0.210634454232412	2.76498180281002e-10
0.212742702224261	2.75690088144868e-10
0.214872051747724	2.76853141895037e-10
0.217022714008808	2.76285959690995e-10
0.219194902327485	2.75586097112344e-10
0.221388832158858	2.7664593889771e-10
0.223604721114526	2.73379026816796e-10
0.22584278898417	2.71318304623266e-10
0.228103257757356	2.71672627106748e-10
0.23038635164555	2.73793152533967e-10
0.23269229710436	2.7431217579351e-10
0.235021322855995	2.75604963362272e-10
0.237373659911955	2.83226091313626e-10
0.239749541595941	2.81461580445548e-10
0.242149203567	2.79563806344444e-10
0.244572883842899	2.82701584224935e-10
0.247020822823734	2.79354511351879e-10
0.249493263315775	2.80992288752323e-10
0.251990450555545	2.82935483420016e-10
0.254512632234154	2.86281567798303e-10
0.257060058521858	2.84438662193605e-10
0.259632982092877	2.75327232610162e-10
0.262231658150456	2.76100029842156e-10
0.26485634445218	2.79738351919804e-10
0.267507301335538	2.87779472030364e-10
0.270184791743746	2.88910633996777e-10
0.272889081251831	2.84006762715469e-10
0.275620438092967	2.81960860555936e-10
0.278379133185085	2.85445203595165e-10
0.281165440157745	2.86380371270114e-10
0.283979635379272	2.84647161673523e-10
0.286821997984175	2.82040570278118e-10
0.289692809900828	2.76714218757464e-10
0.292592355879439	2.80367846260442e-10
0.295520923520289	2.82744379294243e-10
0.298478803302262	2.86941711268321e-10
0.301466288611655	2.91500860349152e-10
0.304483675771281	2.91963489082234e-10
0.307531264069856	2.88053669789176e-10
0.310609355791691	2.86758087926082e-10
0.313718256246669	2.91660262784606e-10
0.316858273800533	2.94141086233712e-10
0.320029719905469	2.93148597625896e-10
0.323232909130999	2.92822684122863e-10
0.326468159195184	2.93077234600678e-10
0.329735790996135	2.88862215873199e-10
0.333036128643846	2.9020911391891e-10
0.336369499492338	2.94243908510074e-10
0.339736234172133	2.91908663132272e-10
0.343136666623044	2.90409340537828e-10
0.346571134127299	2.93651127518555e-10
0.350039977342998	2.95892398650154e-10
0.3535435403379	2.97832336200508e-10
0.357082170623552	2.98141049946057e-10
0.360656219189754	2.9543347942324e-10
0.364266040539378	3.03866168692355e-10
0.367911992723528	3.05823617920649e-10
0.371594437377054	3.00480793741392e-10
0.375313739754422	2.99493575488548e-10
0.379070268765946	2.93454079919379e-10
0.382864397014374	2.96304440440137e-10
0.38669650083185	2.9981221855687e-10
0.390566960317239	2.99675864122433e-10
0.394476159373832	3.03121129813563e-10
0.39842448574742	3.069932008033e-10
0.402412331064756	3.06516737794145e-10
0.406440090872401	3.03933327214633e-10
0.410508164675954	3.03981191291137e-10
0.414616955979682	3.01527730842062e-10
0.41876687232654	3.02967678693328e-10
0.422958325338596	3.06495377254665e-10
0.427191730757858	3.10358905661239e-10
0.431467508487512	3.15493905922218e-10
0.435786082633568	3.16382650958353e-10
0.440147881546932	3.13949035788677e-10
0.444553337865887	3.06899884906998e-10
0.44900288855901	3.04039852635155e-10
0.453496974968512	3.10005131766401e-10
0.458036042854016	3.11762026682513e-10
0.462620542436766	3.15015383011281e-10
0.46725092844429	3.16314593808186e-10
0.471927660155501	3.14771199138598e-10
0.476651201446247	3.15544473777982e-10
0.481422020835333	3.15368655623409e-10
0.48624059153098	3.12316095309161e-10
0.49110739147777	3.12580914729972e-10
0.496022903404051	3.18569753672674e-10
0.500987614869815	3.22565506677863e-10
0.506002018315061	3.19653003509455e-10
0.511066611108636	3.16030480566964e-10
0.516181895597573	3.16292616513931e-10
0.521348379156913	3.14458852786378e-10
0.526566574240033	3.20031216289866e-10
0.531836998429474	3.22640429812002e-10
0.537160174488281	3.20711614616736e-10
0.542536630411852	3.2140549459214e-10
0.547966899480312	3.21846545254496e-10
0.553451520311405	3.21900017445039e-10
0.55899103691392	3.2398439467276e-10
0.564585998741651	3.27665167047205e-10
0.570236960747893	3.28335219635157e-10
0.575944483440492	3.28316958865945e-10
0.581709132937436	3.257888974553e-10
0.587531481023007	3.25818552706309e-10
0.5934121052045	3.27661655209211e-10
0.5993515887695	3.27677563582273e-10
0.605350520843739	3.32221611675995e-10
0.611409496449531	3.34257916952373e-10
0.617529116564789	3.35264021310913e-10
0.623709988182636	3.36003435734947e-10
0.629952724371613	3.36119279321456e-10
0.636257944336485	3.38391077281478e-10
0.642626273479661	3.31815055173675e-10
0.649058343463226	3.29372445133794e-10
0.655554792271592	3.36393132988126e-10
0.662116264274783	3.38188708733802e-10
0.668743410292346	3.40352661226939e-10
0.675436887657902	3.36519542153186e-10
0.682197360284351	3.32809491609838e-10
0.689025498729722	3.3914639977481e-10
0.695921980263682	3.42044869150939e-10
0.702887488934716	3.37736711544595e-10
0.709922715637975	3.38351730469042e-10
0.717028358183805	3.47471817167937e-10
0.724205121366963	3.48860023910684e-10
0.731453717036519	3.47675575288606e-10
0.738774864166471	3.5019324846904e-10
0.746169288927051	3.47013790514843e-10
0.753637724756756	3.46524160201441e-10
0.761180912435097	3.49570758108487e-10
0.768799600156072	3.48913066440898e-10
0.776494543602384	3.5166616547201e-10
0.784266506020389	3.48498130040289e-10
0.792116258295805	3.53376043022178e-10
0.800044579030172	3.57436831116672e-10
0.808052254618083	3.50703453973709e-10
0.816140079325183	3.54732861250213e-10
0.824308855366951	3.60351913072224e-10
0.83255939298827	3.66112668280251e-10
0.840892510543794	3.66041552867259e-10
0.849309034579119	3.59604639463104e-10
0.857809799912766	3.58253798942748e-10
0.866395649718984	3.61149013071803e-10
0.875067435611387	3.67086918738286e-10
0.883826017727418	3.69072590635708e-10
0.892672264813669	3.67692217880405e-10
0.901607054312048	3.68225387385811e-10
0.910631272446812	3.70220394991306e-10
0.919745814312466	3.80183941514419e-10
0.928951583962555	3.82891123784564e-10
0.938249494499322	3.81079307254335e-10
0.947640468164289	3.81108526535904e-10
0.957125436429726	3.78687001340968e-10
0.966705340091042	3.79901624084816e-10
0.976381129360103	3.84361730221375e-10
0.98615376395948	3.84893080843122e-10
0.996024213217642	3.89318556874627e-10
1.0059934561651	4.05060044470079e-10
1.01606248163153	4.05478295360306e-10
1.02623228834382	4.00827956757255e-10
1.03650388502517	4.07672722555243e-10
1.04687829049512	4.06561120952541e-10
1.0573565337706	4.04481101888466e-10
1.06793965416804	4.08108379066576e-10
1.07862870140639	4.17422809045929e-10
1.08942473571131	4.1895658299139e-10
1.10032882792027	4.14790281658611e-10
1.1113420595888	4.16890908011873e-10
1.12246552309777	4.18139094832062e-10
1.13370032176171	4.22607504122737e-10
1.14504756993828	4.21962173301239e-10
1.15650839313879	4.1784381735666e-10
1.16808392813983	4.18965508184902e-10
1.17977532309601	4.23081299303616e-10
1.1915837376539	4.29938458642436e-10
1.20351034306697	4.33119109974981e-10
1.21555632231185	4.28469537826971e-10
1.2277228702056	4.28747924433604e-10
1.24001119352427	4.33847376443296e-10
1.25242251112254	4.37914493049326e-10
1.26495805405469	4.42238278353267e-10
1.27761906569665	4.4231926969169e-10
1.29040680186934	4.3964109431825e-10
1.30332253096324	4.39527509172143e-10
1.31636753406422	4.4252074917769e-10
1.32954310508056	4.4856468883079e-10
1.34285055087131	4.45704416049872e-10
1.35629119137594	4.441804967505e-10
1.36986635974524	4.49886339033077e-10
1.38357740247355	4.54332126997878e-10
1.39742567953231	4.58535097394714e-10
1.41141256450499	4.59177521307519e-10
1.42553944472329	4.63409317237492e-10
1.43980772140476	4.66975118455891e-10
1.45421880979181	4.67339552910091e-10
1.46877413929203	4.70565644256758e-10
1.48347515362003	4.72571793683364e-10
1.49832331094061	4.77359167352414e-10
1.51332008401338	4.82093547099662e-10
1.52846696033888	4.78108055125748e-10
1.54376544230606	4.78565827225497e-10
1.55921704734137	4.80530018245124e-10
1.57482330805922	4.81573202089482e-10
1.59058577241403	4.85041881122989e-10
1.60650600385373	4.9023826673099e-10
1.62258558147487	4.95286005628317e-10
1.63882610017925	4.97009778466494e-10
1.65522917083207	4.98534305653094e-10
1.67179642042176	4.98954620994954e-10
1.68852949222133	5.00637370539885e-10
1.70543004595137	5.01388874640797e-10
1.72249975794468	5.02400547589908e-10
1.73974032131253	5.06766188862546e-10
1.75715344611261	5.1679702163493e-10
1.77474085951863	5.17518531961831e-10
1.79250430599166	5.14577806747246e-10
1.81044554745312	5.1575615854617e-10
1.82856636345959	5.20169613123537e-10
1.8468685513793	5.27623239725619e-10
1.86535392657038	5.30992802645996e-10
1.88402432256096	5.3246110734891e-10
1.90288159123102	5.35322269487238e-10
1.92192760299609	5.41360678651285e-10
1.94116424699273	5.47010885366839e-10
1.96059343126595	5.48451597483882e-10
1.98021708295846	5.53395985989653e-10
2.0000371485018	5.63180856222059e-10
2.02005559380942	5.62838902712891e-10
2.04027440447167	5.65691008558524e-10
2.06069558595275	5.73482235447876e-10
2.08132116378961	5.80558378364999e-10
2.10215318379291	5.84087183362597e-10
2.12319371224985	5.84424317032232e-10
2.14444483612922	5.89521933217558e-10
2.16590866328834	5.95008512961235e-10
2.18758732268215	5.98857770339316e-10
2.20948296457438	6.02586507802612e-10
2.23159776075083	6.09502036842107e-10
2.25393390473479	6.1717738635099e-10
2.27649361200459	6.22723955626615e-10
2.29927912021337	6.25685993112095e-10
2.32229268941104	6.2495740495059e-10
2.3455366022684	6.35189305944276e-10
2.36901316430361	6.48140828748041e-10
2.39272470411084	6.4647522831722e-10
2.41667357359125	6.46556083525021e-10
2.44086214818625	6.54715923282867e-10
2.46529282711314	6.64761281184532e-10
2.48996803360308	6.57134220044112e-10
2.51489021514143	6.42272203875744e-10
2.54006184371053	6.43501655411365e-10
2.56548541603486	6.53756931382164e-10
2.59116345382874	6.64022041750283e-10
2.61709850404639	6.69939208511876e-10
2.64329313913462	6.74733224342666e-10
2.66974995728793	6.80627107392171e-10
2.69647158270625	6.93414059338398e-10
2.72346066585523	7.00699663501696e-10
2.75071988372911	7.01190468162852e-10
2.7782519401163	7.11205880911362e-10
2.80605956586748	7.20078614861533e-10
2.83414551916656	7.25518214050635e-10
2.86251258580418	7.37857360110263e-10
2.89116357945409	7.4620272507803e-10
2.92010134195217	7.55781690287534e-10
2.94932874357836	7.6628780085288e-10
2.97884868334135	7.77499915063085e-10
3.0086640892661	8.05717733888804e-10
3.03877791868426	8.25378095232624e-10
3.06919315852756	8.30400543329188e-10
3.099912825624	8.43524852500101e-10
3.13093996699717	8.57975237190072e-10
3.16227766016838	8.71732642391075e-10
3.193929013462	8.85521395658838e-10
3.22589716631371	8.91133219807385e-10
3.25818528958194	8.94765497574512e-10
3.29079658586233	9.08464542474758e-10
3.32373428980545	9.28592309852747e-10
3.35700166843757	9.46735499886058e-10
3.39060202148479	9.5822835535856e-10
3.42453868170025	9.69855021587675e-10
3.45881501519475	9.87370509693732e-10
3.49343442177063	1.01083096872373e-09
3.52840033525897	1.0243471437378e-09
3.56371622386018	1.03305138237629e-09
3.59938559048803	1.0497241461185e-09
3.63541197311707	1.06346577701277e-09
3.67179894513357	1.0885656523705e-09
3.70855011568998	1.10460294968341e-09
3.74566913006284	1.11406762186797e-09
3.78315967001445	1.1298045595577e-09
3.82102545415796	1.15579154035274e-09
3.85927023832629	1.18161246805525e-09
3.8978978159446	1.19384410232166e-09
3.9369120184066	1.21436650890228e-09
3.97631671545456	1.24135041274118e-09
4.01611581556315	1.26681634092589e-09
4.05631326632707	1.28793813456879e-09
4.09691305485268	1.30646027444459e-09
4.13791920815342	1.32587550615589e-09
4.17933579354926	1.34409810291765e-09
4.22116691907011	1.36477163557949e-09
4.26341673386332	1.39534586243812e-09
4.3060894286052	1.41981947177339e-09
4.34918923591669	1.44403821865396e-09
4.3927204307832	1.47330094587241e-09
4.43668733097861	1.5008385013056e-09
4.48109429749358	1.52380384824245e-09
4.52594573496805	1.55262688488029e-09
4.57124609212821	1.58508978839388e-09
4.61699986222768	1.61324933606049e-09
4.66321158349322	1.65617127500777e-09
4.70988583957488	1.69367021058219e-09
4.75702726000065	1.72366794879021e-09
4.80464052063559	1.74284373856102e-09
4.8527303441457	1.76533139528267e-09
4.90130150046631	1.79805932880795e-09
4.9503588072752	1.81304912516678e-09
4.99990713047048	1.85051058889961e-09
5.0499513846532	1.8845969568939e-09
5.10049653361483	1.90302859391848e-09
5.15154759082962	1.93664492856987e-09
5.20310961995187	1.95401819790239e-09
5.25518773531817	1.97586258372765e-09
5.3077871024547	2.01195565751257e-09
5.36091293858958	2.04001382522552e-09
5.41457051317036	2.06362928063735e-09
5.46876514838668	2.05927344927145e-09
5.52350221969818	2.03991498117168e-09
